<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZA;30;231130;140000;797.5000000;805.0000000;797.0000000;805.0000000;50
GAZA;30;231130;143000;806.0000000;884.0000000;806.0000000;880.0000000;1990
GAZA;30;231130;150000;880.0000000;884.5000000;841.0000000;861.0000000;990
GAZA;30;231130;153000;861.0000000;876.0000000;841.0000000;841.0000000;580
GAZA;30;231130;160000;848.5000000;848.5000000;848.5000000;848.5000000;20
GAZA;30;231130;163000;843.5000000;850.0000000;840.0000000;840.0000000;90
GAZA;30;231130;170000;839.5000000;839.5000000;835.5000000;835.5000000;40
GAZA;30;231130;173000;835.0000000;843.0000000;831.0000000;843.0000000;170
GAZA;30;231130;180000;831.5000000;831.5000000;831.0000000;831.0000000;40
GAZA;30;231130;183000;831.0000000;831.0000000;831.0000000;831.0000000;110
GAZA;30;231201;100000;835.5000000;853.0000000;834.0000000;841.0000000;290
GAZA;30;231201;103000;834.0000000;843.5000000;805.0000000;818.0000000;620
GAZA;30;231201;110000;817.5000000;817.5000000;803.0000000;803.0000000;280
GAZA;30;231201;113000;816.0000000;816.0000000;804.0000000;804.0000000;30
GAZA;30;231201;120000;810.5000000;810.5000000;810.5000000;810.5000000;10
GAZA;30;231201;123000;807.0000000;811.5000000;807.0000000;807.5000000;40
GAZA;30;231201;130000;811.5000000;811.5000000;811.5000000;811.5000000;10
GAZA;30;231201;133000;810.0000000;810.0000000;810.0000000;810.0000000;30
GAZA;30;231201;140000;812.0000000;815.0000000;812.0000000;815.0000000;20
GAZA;30;231201;143000;815.5000000;815.5000000;815.5000000;815.5000000;10
GAZA;30;231201;150000;818.5000000;818.5000000;815.5000000;815.5000000;20
GAZA;30;231201;153000;815.0000000;815.0000000;815.0000000;815.0000000;20
GAZA;30;231201;160000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;30;231201;163000;807.5000000;811.0000000;805.5000000;810.5000000;50
GAZA;30;231201;170000;805.5000000;808.5000000;803.5000000;808.5000000;110
GAZA;30;231201;173000;808.5000000;810.0000000;808.5000000;810.0000000;40
GAZA;30;231201;180000;805.5000000;805.5000000;776.0000000;787.0000000;1010
GAZA;30;231201;183000;794.0000000;794.0000000;791.5000000;791.5000000;150
GAZA;30;231204;100000;776.5000000;837.5000000;776.0000000;778.0000000;1980
GAZA;30;231204;103000;779.0000000;794.0000000;777.0000000;788.0000000;160
GAZA;30;231204;110000;780.5000000;784.5000000;779.5000000;782.0000000;190
GAZA;30;231204;113000;782.0000000;782.0000000;779.0000000;779.0000000;40
GAZA;30;231204;120000;777.0000000;779.0000000;777.0000000;777.5000000;110
GAZA;30;231204;123000;780.0000000;785.5000000;780.0000000;782.0000000;40
GAZA;30;231204;130000;786.0000000;786.0000000;786.0000000;786.0000000;10
GAZA;30;231204;133000;786.5000000;793.5000000;786.5000000;793.5000000;130
GAZA;30;231204;143000;793.0000000;793.0000000;793.0000000;793.0000000;60
GAZA;30;231204;153000;793.0000000;793.0000000;780.0000000;793.0000000;230
GAZA;30;231204;163000;792.5000000;792.5000000;792.5000000;792.5000000;10
GAZA;30;231204;170000;793.0000000;793.0000000;792.0000000;793.0000000;40
GAZA;30;231204;173000;793.0000000;793.0000000;779.0000000;785.5000000;140
GAZA;30;231204;180000;781.5000000;781.5000000;776.0000000;776.0000000;1490
GAZA;30;231204;183000;774.5000000;774.5000000;774.0000000;774.0000000;30
GAZA;30;231205;100000;774.0000000;787.5000000;770.5000000;787.5000000;310
GAZA;30;231205;103000;793.5000000;819.5000000;793.5000000;809.5000000;450
GAZA;30;231205;110000;800.0000000;800.0000000;777.5000000;777.5000000;150
GAZA;30;231205;113000;778.0000000;786.5000000;771.5000000;779.0000000;260
GAZA;30;231205;120000;772.5000000;772.5000000;750.0000000;751.5000000;640
GAZA;30;231205;123000;755.5000000;765.5000000;750.0000000;755.0000000;190
GAZA;30;231205;130000;755.0000000;767.5000000;750.0000000;767.5000000;140
GAZA;30;231205;133000;767.5000000;771.5000000;766.0000000;766.0000000;130
GAZA;30;231205;140000;769.0000000;769.0000000;769.0000000;769.0000000;90
GAZA;30;231205;143000;762.0000000;762.0000000;762.0000000;762.0000000;10
GAZA;30;231205;150000;764.0000000;765.0000000;757.0000000;764.5000000;160
GAZA;30;231205;153000;765.0000000;771.5000000;765.0000000;765.0000000;130
GAZA;30;231205;160000;766.0000000;766.0000000;764.5000000;765.5000000;220
GAZA;30;231205;163000;765.5000000;765.5000000;765.5000000;765.5000000;10
GAZA;30;231205;173000;760.0000000;766.0000000;751.0000000;765.5000000;330
GAZA;30;231205;180000;766.0000000;768.0000000;751.0000000;763.0000000;150
GAZA;30;231205;183000;763.0000000;763.0000000;763.0000000;763.0000000;50
GAZA;30;231206;100000;773.5000000;784.5000000;768.0000000;780.0000000;400
GAZA;30;231206;103000;778.5000000;778.5000000;762.5000000;768.5000000;180
GAZA;30;231206;110000;765.5000000;765.5000000;750.5000000;752.0000000;270
GAZA;30;231206;113000;755.0000000;756.5000000;753.0000000;755.0000000;260
GAZA;30;231206;120000;752.0000000;752.0000000;752.0000000;752.0000000;30
GAZA;30;231206;123000;752.0000000;754.5000000;752.0000000;754.5000000;30
GAZA;30;231206;130000;754.5000000;755.0000000;752.0000000;755.0000000;90
GAZA;30;231206;133000;752.0000000;752.0000000;751.5000000;751.5000000;40
GAZA;30;231206;140000;755.5000000;757.0000000;751.5000000;751.5000000;30
GAZA;30;231206;143000;750.5000000;769.5000000;742.0000000;750.0000000;460
GAZA;30;231206;150000;757.0000000;757.0000000;757.0000000;757.0000000;20
GAZA;30;231206;153000;761.5000000;761.5000000;757.5000000;757.5000000;160
GAZA;30;231206;183000;750.0000000;750.0000000;750.0000000;750.0000000;50
GAZA;30;231207;100000;741.0000000;779.5000000;741.0000000;759.5000000;560
GAZA;30;231207;103000;758.5000000;758.5000000;751.5000000;751.5000000;60
GAZA;30;231207;110000;750.5000000;750.5000000;744.5000000;745.5000000;200
GAZA;30;231207;113000;744.0000000;744.0000000;740.0000000;744.0000000;210
GAZA;30;231207;120000;741.5000000;745.0000000;741.0000000;745.0000000;40
GAZA;30;231207;123000;748.0000000;748.0000000;742.0000000;742.0000000;30
GAZA;30;231207;130000;748.0000000;748.0000000;747.5000000;747.5000000;50
GAZA;30;231207;133000;747.5000000;749.0000000;747.5000000;749.0000000;80
GAZA;30;231207;140000;754.5000000;764.0000000;754.0000000;754.0000000;210
GAZA;30;231207;150000;752.5000000;752.5000000;752.5000000;752.5000000;20
GAZA;30;231207;153000;751.0000000;751.0000000;747.5000000;747.5000000;80
GAZA;30;231207;160000;752.5000000;754.5000000;752.5000000;754.5000000;30
GAZA;30;231207;163000;754.5000000;754.5000000;754.0000000;754.0000000;60
GAZA;30;231207;170000;754.5000000;754.5000000;754.5000000;754.5000000;10
GAZA;30;231207;173000;754.5000000;755.0000000;754.5000000;755.0000000;30
GAZA;30;231208;100000;763.5000000;770.5000000;763.5000000;770.0000000;160
GAZA;30;231208;103000;768.5000000;769.0000000;760.0000000;760.0000000;260
GAZA;30;231208;110000;760.0000000;810.0000000;760.0000000;803.5000000;1900
GAZA;30;231208;113000;794.5000000;810.0000000;794.5000000;800.0000000;1150
GAZA;30;231208;120000;807.0000000;808.0000000;800.5000000;807.5000000;220
GAZA;30;231208;123000;800.5000000;803.5000000;776.0000000;776.0000000;760
GAZA;30;231208;130000;791.5000000;791.5000000;781.5000000;781.5000000;30
GAZA;30;231208;133000;781.5000000;781.5000000;781.5000000;781.5000000;10
GAZA;30;231208;140000;781.5000000;788.0000000;781.0000000;788.0000000;40
GAZA;30;231208;143000;787.5000000;788.0000000;787.5000000;788.0000000;20
GAZA;30;231208;150000;789.0000000;789.0000000;780.5000000;789.0000000;70
GAZA;30;231208;153000;780.5000000;780.5000000;780.0000000;780.0000000;20
GAZA;30;231208;170000;780.5000000;780.5000000;776.5000000;776.5000000;50
GAZA;30;231208;173000;784.5000000;784.5000000;784.5000000;784.5000000;10
GAZA;30;231208;180000;784.5000000;784.5000000;784.5000000;784.5000000;20
GAZA;30;231208;183000;785.0000000;785.0000000;785.0000000;785.0000000;70
GAZA;30;231211;100000;793.0000000;804.0000000;783.5000000;785.5000000;130
GAZA;30;231211;103000;792.0000000;793.5000000;792.0000000;793.5000000;20
GAZA;30;231211;110000;783.0000000;783.0000000;776.5000000;776.5000000;140
GAZA;30;231211;113000;777.0000000;777.0000000;763.5000000;773.0000000;130
GAZA;30;231211;120000;769.5000000;769.5000000;765.0000000;769.5000000;100
GAZA;30;231211;130000;769.0000000;769.0000000;769.0000000;769.0000000;50
GAZA;30;231211;133000;769.0000000;769.0000000;763.5000000;763.5000000;70
GAZA;30;231211;140000;771.0000000;772.0000000;763.0000000;763.0000000;30
GAZA;30;231211;143000;764.0000000;764.0000000;761.0000000;761.0000000;100
GAZA;30;231211;150000;760.5000000;763.0000000;760.0000000;763.0000000;100
GAZA;30;231211;153000;760.5000000;760.5000000;752.0000000;752.0000000;190
GAZA;30;231211;160000;753.0000000;753.0000000;753.0000000;753.0000000;30
GAZA;30;231211;163000;753.0000000;753.0000000;750.0000000;752.0000000;110
GAZA;30;231211;170000;747.0000000;770.0000000;718.0000000;736.0000000;2800
GAZA;30;231211;173000;738.0000000;743.0000000;735.0000000;743.0000000;180
GAZA;30;231211;180000;746.5000000;747.5000000;733.5000000;747.5000000;300
GAZA;30;231211;183000;747.5000000;747.5000000;747.5000000;747.5000000;20
GAZA;30;231212;100000;730.0000000;737.5000000;715.0000000;727.5000000;770
GAZA;30;231212;103000;725.0000000;725.0000000;718.0000000;719.0000000;280
GAZA;30;231212;110000;722.5000000;743.5000000;719.0000000;723.0000000;320
GAZA;30;231212;113000;723.5000000;723.5000000;722.0000000;722.0000000;50
GAZA;30;231212;123000;728.5000000;752.0000000;728.5000000;738.0000000;540
GAZA;30;231212;130000;738.0000000;760.0000000;738.0000000;742.5000000;230
GAZA;30;231212;133000;744.5000000;754.0000000;744.5000000;754.0000000;20
GAZA;30;231212;140000;741.5000000;752.5000000;737.5000000;746.5000000;340
GAZA;30;231212;160000;755.5000000;755.5000000;755.5000000;755.5000000;10
GAZA;30;231212;170000;756.0000000;756.0000000;756.0000000;756.0000000;10
GAZA;30;231212;173000;743.5000000;743.5000000;734.0000000;735.5000000;80
GAZA;30;231212;180000;744.5000000;744.5000000;744.5000000;744.5000000;20
GAZA;30;231213;100000;739.0000000;739.0000000;725.0000000;737.0000000;70
GAZA;30;231213;103000;737.5000000;752.0000000;734.5000000;738.5000000;160
GAZA;30;231213;110000;736.0000000;758.5000000;736.0000000;744.0000000;350
GAZA;30;231213;113000;743.0000000;743.0000000;722.0000000;730.5000000;260
GAZA;30;231213;120000;739.0000000;746.0000000;739.0000000;740.0000000;70
GAZA;30;231213;123000;734.5000000;753.0000000;734.0000000;753.0000000;170
GAZA;30;231213;130000;753.0000000;753.0000000;731.0000000;738.0000000;560
GAZA;30;231213;133000;740.5000000;740.5000000;740.5000000;740.5000000;10
GAZA;30;231213;140000;740.5000000;750.5000000;734.5000000;734.5000000;200
GAZA;30;231213;143000;734.5000000;734.5000000;734.5000000;734.5000000;30
GAZA;30;231213;150000;734.0000000;742.5000000;734.0000000;736.0000000;140
GAZA;30;231213;153000;737.0000000;737.0000000;737.0000000;737.0000000;10
GAZA;30;231213;160000;742.5000000;742.5000000;742.5000000;742.5000000;10
GAZA;30;231213;170000;742.5000000;742.5000000;742.5000000;742.5000000;10
GAZA;30;231213;173000;743.0000000;743.5000000;743.0000000;743.5000000;80
GAZA;30;231213;180000;743.5000000;743.5000000;737.0000000;737.0000000;50
GAZA;30;231213;183000;737.0000000;737.0000000;737.0000000;737.0000000;140
GAZA;30;231214;100000;740.5000000;753.5000000;739.5000000;739.5000000;130
GAZA;30;231214;103000;740.5000000;740.5000000;735.0000000;735.0000000;30
GAZA;30;231214;110000;747.5000000;749.0000000;735.0000000;735.0000000;220
GAZA;30;231214;113000;748.0000000;748.0000000;737.5000000;737.5000000;80
GAZA;30;231214;140000;746.5000000;746.5000000;746.5000000;746.5000000;30
GAZA;30;231214;153000;744.5000000;748.0000000;744.5000000;748.0000000;100
GAZA;30;231214;160000;748.0000000;748.0000000;748.0000000;748.0000000;10
GAZA;30;231214;163000;738.0000000;738.0000000;738.0000000;738.0000000;20
GAZA;30;231214;170000;738.0000000;748.0000000;738.0000000;748.0000000;20
GAZA;30;231214;173000;746.5000000;756.5000000;746.0000000;746.0000000;140
GAZA;30;231214;180000;747.0000000;752.5000000;746.5000000;746.5000000;40
GAZA;30;231214;183000;753.0000000;753.0000000;753.0000000;753.0000000;110
GAZA;30;231215;100000;722.0000000;736.0000000;722.0000000;734.0000000;250
GAZA;30;231215;103000;734.0000000;751.5000000;734.0000000;751.5000000;180
GAZA;30;231215;113000;744.5000000;744.5000000;744.5000000;744.5000000;20
GAZA;30;231215;120000;744.5000000;744.5000000;744.5000000;744.5000000;20
GAZA;30;231215;133000;748.5000000;753.0000000;748.0000000;748.5000000;160
GAZA;30;231215;140000;748.5000000;748.5000000;731.0000000;742.5000000;170
GAZA;30;231215;143000;745.0000000;774.0000000;745.0000000;770.5000000;890
GAZA;30;231215;150000;774.5000000;774.5000000;770.0000000;770.0000000;300
GAZA;30;231215;153000;770.0000000;772.5000000;770.0000000;772.5000000;260
GAZA;30;231215;160000;769.5000000;769.5000000;769.5000000;769.5000000;10
GAZA;30;231215;170000;770.5000000;770.5000000;770.5000000;770.5000000;10
GAZA;30;231215;180000;770.5000000;773.0000000;770.5000000;773.0000000;100
GAZA;30;231215;183000;770.0000000;770.0000000;770.0000000;770.0000000;40
GAZA;30;231218;100000;772.5000000;790.0000000;770.0000000;779.5000000;290
GAZA;30;231218;103000;779.5000000;796.0000000;779.5000000;781.5000000;170
GAZA;30;231218;110000;782.0000000;794.5000000;750.0000000;774.0000000;1240
GAZA;30;231218;113000;794.0000000;799.0000000;794.0000000;797.0000000;160
GAZA;30;231218;120000;797.0000000;797.5000000;781.0000000;789.5000000;270
GAZA;30;231218;123000;791.5000000;792.5000000;791.5000000;791.5000000;70
GAZA;30;231218;130000;794.0000000;797.5000000;781.0000000;797.5000000;470
GAZA;30;231218;133000;797.0000000;805.0000000;797.0000000;805.0000000;930
GAZA;30;231218;140000;804.0000000;809.0000000;804.0000000;809.0000000;140
GAZA;30;231218;143000;807.5000000;809.5000000;796.0000000;796.0000000;90
GAZA;30;231218;150000;808.0000000;810.0000000;798.0000000;809.5000000;190
GAZA;30;231218;153000;800.5000000;810.0000000;795.0000000;796.0000000;280
GAZA;30;231218;160000;802.0000000;808.0000000;796.5000000;808.0000000;160
GAZA;30;231218;163000;808.0000000;808.0000000;796.0000000;807.5000000;180
GAZA;30;231218;170000;807.5000000;816.0000000;796.5000000;816.0000000;550
GAZA;30;231218;173000;816.0000000;818.0000000;808.5000000;816.0000000;280
GAZA;30;231218;180000;815.5000000;818.5000000;792.5000000;818.5000000;490
GAZA;30;231218;183000;805.0000000;814.5000000;805.0000000;814.5000000;40
GAZA;30;231219;100000;820.0000000;830.0000000;819.5000000;819.5000000;830
GAZA;30;231219;103000;819.5000000;832.0000000;808.5000000;821.5000000;390
GAZA;30;231219;110000;819.0000000;819.0000000;810.0000000;810.0000000;150
GAZA;30;231219;113000;821.0000000;821.5000000;810.5000000;810.5000000;120
GAZA;30;231219;123000;810.5000000;821.0000000;810.5000000;821.0000000;70
GAZA;30;231219;130000;818.5000000;818.5000000;815.0000000;815.0000000;90
GAZA;30;231219;133000;815.0000000;817.0000000;810.0000000;817.0000000;100
GAZA;30;231219;143000;808.0000000;808.0000000;808.0000000;808.0000000;10
GAZA;30;231219;150000;803.5000000;807.5000000;803.5000000;807.5000000;20
GAZA;30;231219;153000;806.5000000;806.5000000;803.0000000;803.0000000;50
GAZA;30;231219;160000;808.0000000;808.0000000;808.0000000;808.0000000;20
GAZA;30;231219;170000;809.5000000;809.5000000;800.0000000;800.0000000;190
GAZA;30;231219;173000;800.5000000;815.0000000;783.0000000;795.0000000;510
GAZA;30;231219;180000;800.0000000;809.0000000;795.0000000;809.0000000;40
GAZA;30;231220;100000;818.5000000;818.5000000;814.5000000;818.5000000;210
GAZA;30;231220;103000;820.0000000;829.5000000;816.5000000;828.0000000;170
GAZA;30;231220;110000;829.5000000;829.5000000;816.5000000;816.5000000;30
GAZA;30;231220;113000;816.5000000;816.5000000;816.5000000;816.5000000;10
GAZA;30;231220;120000;818.0000000;818.0000000;818.0000000;818.0000000;30
GAZA;30;231220;140000;820.0000000;826.0000000;820.0000000;826.0000000;50
GAZA;30;231220;143000;825.5000000;825.5000000;825.5000000;825.5000000;10
GAZA;30;231220;150000;818.0000000;818.0000000;818.0000000;818.0000000;10
GAZA;30;231220;153000;817.5000000;817.5000000;817.5000000;817.5000000;10
GAZA;30;231220;160000;817.5000000;817.5000000;817.5000000;817.5000000;20
GAZA;30;231220;163000;818.0000000;818.0000000;817.5000000;817.5000000;30
GAZA;30;231220;170000;818.0000000;818.0000000;818.0000000;818.0000000;10
GAZA;30;231220;173000;815.0000000;815.0000000;815.0000000;815.0000000;40
GAZA;30;231220;180000;814.0000000;815.0000000;814.0000000;814.0000000;30
GAZA;30;231220;183000;814.0000000;814.0000000;814.0000000;814.0000000;40
GAZA;30;231221;100000;800.5000000;814.0000000;796.5000000;813.0000000;200
GAZA;30;231221;103000;813.5000000;813.5000000;813.5000000;813.5000000;10
GAZA;30;231221;110000;813.5000000;813.5000000;813.5000000;813.5000000;10
GAZA;30;231221;113000;804.5000000;804.5000000;790.5000000;803.5000000;620
GAZA;30;231221;120000;804.0000000;813.5000000;793.5000000;804.0000000;270
GAZA;30;231221;123000;797.5000000;804.0000000;796.5000000;804.0000000;110
GAZA;30;231221;133000;797.0000000;807.0000000;795.0000000;807.0000000;580
GAZA;30;231221;140000;797.5000000;806.5000000;797.5000000;806.5000000;20
GAZA;30;231221;143000;797.5000000;805.0000000;797.5000000;805.0000000;80
GAZA;30;231221;150000;805.0000000;805.0000000;805.0000000;805.0000000;10
GAZA;30;231221;170000;803.5000000;805.0000000;803.5000000;805.0000000;110
GAZA;30;231221;173000;805.0000000;805.0000000;805.0000000;805.0000000;10
GAZA;30;231221;180000;798.0000000;798.0000000;798.0000000;798.0000000;10
GAZA;30;231221;183000;798.0000000;798.0000000;798.0000000;798.0000000;10
GAZA;30;231222;100000;798.5000000;809.5000000;798.5000000;809.0000000;100
GAZA;30;231222;103000;808.0000000;808.0000000;808.0000000;808.0000000;10
GAZA;30;231222;110000;808.5000000;818.0000000;808.5000000;812.0000000;870
GAZA;30;231222;113000;813.0000000;813.0000000;812.0000000;812.5000000;250
GAZA;30;231222;120000;812.5000000;820.0000000;812.5000000;812.5000000;180
GAZA;30;231222;123000;812.5000000;812.5000000;812.0000000;812.0000000;120
GAZA;30;231222;130000;818.5000000;818.5000000;812.0000000;812.0000000;80
GAZA;30;231222;133000;813.0000000;813.0000000;813.0000000;813.0000000;10
GAZA;30;231222;140000;812.5000000;829.0000000;812.5000000;829.0000000;440
GAZA;30;231222;143000;818.5000000;830.0000000;776.0000000;814.5000000;1550
GAZA;30;231222;153000;814.5000000;814.5000000;814.5000000;814.5000000;20
GAZA;30;231222;160000;812.0000000;812.0000000;812.0000000;812.0000000;20
GAZA;30;231222;170000;814.5000000;814.5000000;814.5000000;814.5000000;100
GAZA;30;231222;173000;815.5000000;822.0000000;815.0000000;818.0000000;70
GAZA;30;231222;183000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;30;231225;100000;821.5000000;868.0000000;821.5000000;847.5000000;5110
GAZA;30;231225;103000;850.0000000;867.0000000;823.0000000;846.5000000;2660
GAZA;30;231225;110000;842.0000000;843.5000000;825.5000000;836.5000000;1060
GAZA;30;231225;113000;843.0000000;847.5000000;835.5000000;840.0000000;680
GAZA;30;231225;120000;836.0000000;836.0000000;830.0000000;833.0000000;200
GAZA;30;231225;123000;833.0000000;835.0000000;833.0000000;835.0000000;160
GAZA;30;231225;130000;830.5000000;835.0000000;828.0000000;829.5000000;110
GAZA;30;231225;133000;833.0000000;833.0000000;828.5000000;828.5000000;150
GAZA;30;231225;140000;831.0000000;845.0000000;831.0000000;843.0000000;390
GAZA;30;231225;143000;841.0000000;841.0000000;835.0000000;835.0000000;260
GAZA;30;231225;150000;833.0000000;833.0000000;828.5000000;828.5000000;450
GAZA;30;231225;153000;829.5000000;829.5000000;822.0000000;828.0000000;240
GAZA;30;231225;160000;827.0000000;827.0000000;827.0000000;827.0000000;30
GAZA;30;231225;163000;827.5000000;833.0000000;822.0000000;828.5000000;250
GAZA;30;231225;170000;830.0000000;830.0000000;830.0000000;830.0000000;10
GAZA;30;231225;173000;826.5000000;826.5000000;826.5000000;826.5000000;10
GAZA;30;231225;180000;826.5000000;829.5000000;826.0000000;829.5000000;60
GAZA;30;231225;183000;822.5000000;822.5000000;822.0000000;822.0000000;30
GAZA;30;231226;100000;821.0000000;830.0000000;819.5000000;819.5000000;170
GAZA;30;231226;103000;819.5000000;819.5000000;819.5000000;819.5000000;20
GAZA;30;231226;110000;819.0000000;819.5000000;818.0000000;818.0000000;90
GAZA;30;231226;113000;818.0000000;819.5000000;818.0000000;819.5000000;90
GAZA;30;231226;120000;818.0000000;818.0000000;818.0000000;818.0000000;140
GAZA;30;231226;123000;819.5000000;825.0000000;819.5000000;825.0000000;150
GAZA;30;231226;133000;818.5000000;819.5000000;818.5000000;819.5000000;20
GAZA;30;231226;143000;824.5000000;825.5000000;819.0000000;819.0000000;100
GAZA;30;231226;150000;819.0000000;819.0000000;819.0000000;819.0000000;20
GAZA;30;231226;160000;819.0000000;823.5000000;818.5000000;818.5000000;60
GAZA;30;231226;170000;818.5000000;820.0000000;818.5000000;818.5000000;110
GAZA;30;231226;173000;819.5000000;844.5000000;819.5000000;844.5000000;980
GAZA;30;231226;180000;830.0000000;830.0000000;828.5000000;828.5000000;80
GAZA;30;231226;183000;830.5000000;830.5000000;822.0000000;822.0000000;110
GAZA;30;231227;100000;820.5000000;828.5000000;820.5000000;828.0000000;40
GAZA;30;231227;103000;821.5000000;822.5000000;818.5000000;818.5000000;160
GAZA;30;231227;110000;818.5000000;820.0000000;814.5000000;814.5000000;190
GAZA;30;231227;113000;812.0000000;814.5000000;805.5000000;814.5000000;80
GAZA;30;231227;120000;813.5000000;814.0000000;813.5000000;814.0000000;50
GAZA;30;231227;123000;814.0000000;814.0000000;811.0000000;814.0000000;30
GAZA;30;231227;130000;810.5000000;810.5000000;809.5000000;809.5000000;20
GAZA;30;231227;133000;808.5000000;808.5000000;808.5000000;808.5000000;50
GAZA;30;231227;150000;808.5000000;820.0000000;806.0000000;820.0000000;660
GAZA;30;231227;153000;807.0000000;809.5000000;807.0000000;809.5000000;20
GAZA;30;231227;160000;810.0000000;815.0000000;810.0000000;815.0000000;20
GAZA;30;231227;163000;810.0000000;821.5000000;810.0000000;821.5000000;60
GAZA;30;231227;170000;811.5000000;821.5000000;811.5000000;821.5000000;20
GAZA;30;231227;173000;815.5000000;815.5000000;813.0000000;813.0000000;70
GAZA;30;231227;180000;812.5000000;812.5000000;812.5000000;812.5000000;40
GAZA;30;231227;183000;815.5000000;821.5000000;815.5000000;821.5000000;270
GAZA;30;231228;100000;809.0000000;828.5000000;809.0000000;824.0000000;90
GAZA;30;231228;103000;818.5000000;818.5000000;816.5000000;816.5000000;20
GAZA;30;231228;110000;816.5000000;816.5000000;815.5000000;815.5000000;20
GAZA;30;231228;113000;812.0000000;817.5000000;809.5000000;817.5000000;90
GAZA;30;231228;120000;811.0000000;811.0000000;809.0000000;809.0000000;70
GAZA;30;231228;123000;809.0000000;824.5000000;809.0000000;824.5000000;250
GAZA;30;231228;130000;820.5000000;820.5000000;820.5000000;820.5000000;10
GAZA;30;231228;133000;814.5000000;817.5000000;812.0000000;817.5000000;90
GAZA;30;231228;140000;812.0000000;819.0000000;802.0000000;819.0000000;270
GAZA;30;231228;143000;817.5000000;823.5000000;817.5000000;823.0000000;130
GAZA;30;231228;150000;823.5000000;823.5000000;817.0000000;823.5000000;40
GAZA;30;231228;153000;824.0000000;824.0000000;816.0000000;816.0000000;30
GAZA;30;231228;160000;818.5000000;818.5000000;818.5000000;818.5000000;10
GAZA;30;231228;163000;823.5000000;823.5000000;816.5000000;816.5000000;30
GAZA;30;231228;183000;816.0000000;816.0000000;815.0000000;815.0000000;20
GAZA;30;231229;100000;802.5000000;808.5000000;801.5000000;802.5000000;150
GAZA;30;231229;103000;815.5000000;815.5000000;815.5000000;815.5000000;10
GAZA;30;231229;110000;814.5000000;817.5000000;808.5000000;808.5000000;40
GAZA;30;231229;120000;815.0000000;815.0000000;815.0000000;815.0000000;10
GAZA;30;231229;130000;808.0000000;808.0000000;806.0000000;806.0000000;20
GAZA;30;231229;140000;813.0000000;814.0000000;813.0000000;814.0000000;50
GAZA;30;231229;143000;814.5000000;814.5000000;814.5000000;814.5000000;10
GAZA;30;231229;153000;810.5000000;810.5000000;810.5000000;810.5000000;10
GAZA;30;231229;160000;810.0000000;820.0000000;810.0000000;811.0000000;660
GAZA;30;231229;163000;810.5000000;810.5000000;810.0000000;810.0000000;80
GAZA;30;231229;170000;808.5000000;808.5000000;807.5000000;808.0000000;100
GAZA;30;231229;173000;807.0000000;807.0000000;807.0000000;807.0000000;230
GAZA;30;231229;180000;807.0000000;825.0000000;807.0000000;825.0000000;520
GAZA;30;231229;183000;823.5000000;825.0000000;791.0000000;819.5000000;1300
GAZA;30;240103;100000;801.0000000;821.0000000;801.0000000;820.0000000;40
GAZA;30;240103;103000;820.0000000;820.0000000;820.0000000;820.0000000;20
GAZA;30;240103;110000;807.0000000;819.0000000;804.0000000;818.0000000;180
GAZA;30;240103;113000;807.5000000;817.5000000;807.0000000;811.0000000;140
GAZA;30;240103;120000;819.5000000;819.5000000;819.0000000;819.0000000;80
GAZA;30;240103;123000;812.0000000;818.5000000;811.5000000;818.5000000;80
GAZA;30;240103;130000;820.5000000;821.0000000;820.5000000;821.0000000;100
GAZA;30;240103;133000;820.5000000;821.0000000;814.5000000;821.0000000;80
GAZA;30;240103;140000;821.0000000;821.0000000;821.0000000;821.0000000;10
GAZA;30;240103;150000;821.0000000;821.0000000;821.0000000;821.0000000;100
GAZA;30;240103;153000;820.0000000;821.0000000;820.0000000;821.0000000;100
GAZA;30;240103;163000;821.0000000;821.0000000;821.0000000;821.0000000;10
GAZA;30;240103;170000;820.0000000;820.0000000;818.0000000;818.0000000;20
GAZA;30;240103;173000;818.0000000;820.5000000;818.0000000;820.5000000;50
GAZA;30;240103;183000;822.0000000;822.0000000;822.0000000;822.0000000;250
GAZA;30;240104;100000;829.5000000;831.0000000;829.5000000;830.0000000;90
GAZA;30;240104;103000;830.0000000;837.0000000;824.5000000;824.5000000;120
GAZA;30;240104;110000;832.5000000;844.0000000;826.5000000;843.5000000;1110
GAZA;30;240104;113000;843.0000000;843.5000000;833.0000000;833.0000000;170
GAZA;30;240104;120000;842.0000000;856.5000000;839.5000000;856.5000000;840
GAZA;30;240104;123000;847.0000000;856.5000000;830.0000000;841.0000000;810
GAZA;30;240104;130000;844.0000000;845.5000000;835.5000000;844.0000000;360
GAZA;30;240104;133000;845.0000000;870.0000000;845.0000000;863.0000000;1570
GAZA;30;240104;140000;863.0000000;867.0000000;863.0000000;867.0000000;240
GAZA;30;240104;143000;867.0000000;873.0000000;867.0000000;870.0000000;890
GAZA;30;240104;150000;870.0000000;873.0000000;870.0000000;871.5000000;60
GAZA;30;240104;153000;873.0000000;873.5000000;866.5000000;873.5000000;460
GAZA;30;240104;160000;873.5000000;873.5000000;873.5000000;873.5000000;170
GAZA;30;240104;163000;873.5000000;873.5000000;863.0000000;863.0000000;400
